202002130908,1,22
202002130908,2,22
202002130914,1,21
202002130914,2,23
202002130928,1,44
202002130928,2,16
202002130933,1,68
202002130933,2,37
202002130934,1,43
202002130934,2,25
202002130951,1,45
202002130951,2,60
202002130984,1,19
202002130984,2,29
202002131021,1,17
202002131021,2,56
202002131021,3,46
202002131021,4,44
202002131039,1,22
202002131039,2,77
202002131039,3,52
202002132939,1,55
202002132939,2,83
202002132941,1,85
202002132941,2,34
202002132948,1,29
202002132948,2,46
202002133125,1,59
202002133170,1,25
202002133230,1,26
202002133230,2,20
202002133232,1,64
202002133272,1,92
202002133272,2,19
202002133292,1,70
202002133292,2,24
202002133300,1,63
202002133300,2,31
202002133408,1,40
202002133408,2,60
202002133411,1,64
202002133411,2,60
202002133427,1,74
202002133477,1,58
202002133506,1,76
202002133506,2,38
202002133520,1,22
202002133520,2,24
202002133539,1,22
202002133561,1,41
202002133574,1,23
202002133638,1,52
202002133640,1,33
202002133982,1,74
202002133982,2,15
202002133985,1,28
202002133989,1,50
202002134016,1,20
202002134070,1,42
202002134081,1,40
202002134090,1,35
202002134129,1,61
202002134129,2,27
202002134161,1,34
202002134161,2,24
202002134207,1,46
202002134207,2,33
202002134212,1,48
202002135678,1,58
202002135702,1,30
202002135723,1,20
202002135723,2,52
202002135793,1,49
202002135793,2,54
202002135793,3,52
202002135802,1,71
202002135802,2,71
202002135843,1,34
202002135958,1,42
202002136112,1,49
202002136112,2,22
202002136124,1,36
202002136124,2,65
202002136292,1,50
202002136292,2,57
202002136294,1,65
202002136294,2,34
202002136303,1,22
202002136303,2,58
202002136304,1,23
202002136343,1,59
202002136343,2,21
202002136398,1,20
202002136403,1,20
202002136419,1,48
202002136431,1,73
202002136431,2,21
202002136550,1,25
202002136550,2,34
202002136552,1,47
202002136552,2,59
202002136570,1,72
202002136577,1,25
202002136577,2,27
202002136595,1,62
202002136596,1,37
202002136596,2,33
202002136597,1,79
202002136597,2,45
202002136598,1,71
202002136599,1,69
202002136599,2,87
202002136678,1,18
202002136678,2,66
202002136936,1,30
202002137017,1,51
202002137023,1,16
202002137036,1,44
202002137050,1,39
202002137083,1,55
202002137083,2,35
202002137101,1,29
202002137106,1,29
202002137109,1,28
202002137113,1,43
202002137125,1,18
202002137125,2,26
202002137138,1,57
202002137142,1,55
202002137142,2,63
202002137146,1,60
202002137150,1,71
202002137150,2,48
202002137162,1,44
202002137165,1,22
202002137165,2,19
202002137185,1,19
202002137291,1,21
202002137291,2,76
202002137294,1,49
202002137294,2,54
202002137302,1,18
202002137302,2,39
202002138943,1,36
202002138946,1,51
202002138949,1,28
202002138961,1,27
202002138961,2,52
202002138961,3,51
202002138966,1,16
202002138971,1,26
202002138971,2,52
202002138974,1,40
202002138974,2,39
202002139033,1,37
202002139033,2,51
202002139103,1,56
202002139103,2,21
202002139259,1,19
202002139270,1,72
202002139270,2,23
202002139370,1,40
202002139370,2,32
202002139372,1,18
202002139382,1,17
202002139402,1,38
202002139402,2,29
202002139420,1,44
202002139420,2,47
202002139541,1,62
202002139577,1,22
202002139577,2,51
202002139585,1,21
202002139585,2,32
202002139604,1,25
202002139604,2,30
202002139614,1,21
202002139614,2,24
202002139624,1,48
202002139624,2,40
202002139624,3,44
202002139625,1,70
202002139646,1,39
202002139646,2,55
202002139655,1,56
202002139655,2,52
202002139664,1,28
202002139695,1,60
202002139695,2,35
202002139742,1,74
202002139742,2,49
202002139753,1,84
202002139753,2,71
202002139772,1,16
202002139772,2,73
202002139781,1,39
202002139792,1,56
202002139792,2,37
202002139845,1,47
202002140000,1,19
202002140000,2,23
202002140000,3,36
202002140000,4,22
202002140001,1,30
202002140001,2,28
202002140001,3,27
202002140029,1,26
202002140029,2,54
202002140058,1,31
202002140058,2,25
202002140058,3,25
202002140076,1,42
202002140076,2,40
202002140080,1,41
202002140084,1,16
202002140084,2,16
202002140084,3,16
202002140108,1,65
202002140115,1,49
202002140115,2,18
202002140138,1,42
202002140138,2,22
202002140145,1,28
202002140145,2,45
202002140153,1,18
202002140162,1,55
202002140184,1,25
202002140184,2,75
202002140254,1,56
202002140277,1,36
202002140277,2,27
202002142022,1,67
202002142022,2,19
202002142039,1,34
202002142039,2,25
202002142039,3,29
202002142088,1,79
202002142088,2,32
202002142109,1,82
202002142409,1,34
202002142409,2,26
202002142419,1,52
202002142419,2,41
202002142440,1,31
202002142440,2,39
202002142460,1,42
202002142460,2,50
202002142481,1,38
202002142499,1,75
202002142499,2,45
202002142501,1,22
202002142501,2,29
202002142599,1,42
202002142670,1,58
202002142670,2,34
202002142806,1,23
202002142806,2,56
202002142811,1,64
202002142819,1,22
202002142819,2,24
202002142822,1,25
202002142822,2,66
202002142838,1,53
202002142851,1,67
202002142851,2,66
202002142854,1,29
202002142854,2,48
202002143025,1,60
202002143025,2,56
202002143113,1,44
202002143116,1,37
202002143116,2,28
202002143157,1,51
202002143157,2,18
202002143217,1,67
202002143217,2,32
202002143228,1,67
202002143228,2,70
202002143239,1,39
202002143239,2,36
202002143239,3,43
202002143298,1,22
202002143298,2,43
202002143371,1,23
202002143410,1,39
202002143410,2,63
202002143430,1,51
202002143430,2,73
202002143553,1,33
202002143643,1,56
202002143643,2,61
202002143654,1,46
202002143703,1,13
202002143713,1,22
202002143713,2,20
202002143714,1,56
202002143744,1,23
202002143765,1,33
202002143765,2,57
202002143765,3,25
202002143766,1,36
202002143766,2,17
202002143776,1,33
202002143776,2,44
202002143780,1,60
202002143846,1,21
202002143846,2,44
202002143888,1,51
202002143922,1,25
202002143922,2,34
202002143923,2,33
202002143944,1,26
202002143944,2,50
202002143944,3,26
202002143964,1,32
202002143988,1,22
202002144000,1,65
202002144026,1,19
202002144029,1,41
202002144029,2,26
202002144045,1,51
202002144083,1,48
202002144083,2,31
202002144144,1,36
202002144144,2,29
202002144169,1,47
202002144209,1,54
202002144217,1,18
202002144217,2,33
202002144217,3,24
202002144222,1,39
202002144222,2,34
202002144232,1,84
202002144232,2,32
202002144240,1,45
202002144240,2,30
202002144246,1,27
202002144251,1,22
202002144251,2,43
202002144254,1,30
202002144254,2,19
202002144264,1,47
202002144264,2,48
202002144295,1,20
202002144295,2,31
202002144298,1,41
202002144302,1,20
202002144307,1,19
202002144322,1,65
202002144322,2,28
202002144343,1,60
202002144343,2,19
202002144351,1,33
202002144351,2,42
202002144373,1,26
202002144373,2,38
202002144390,1,90
202002144390,2,22
202002144399,1,28
202002144399,2,48
202002144401,1,48
202002144401,2,67
202002144403,1,21
202002144416,1,28
202002144416,2,47
202002144422,1,45
202002144422,2,70
202002144447,1,18
202002144447,2,50
202002144450,1,17
202002144450,2,17
202002144462,1,18
202002144462,2,26
202002144465,1,22
202002144465,2,58
202002144477,1,59
202002144477,2,26
202002144481,1,51
202002144481,2,21
202002144484,1,23
202002144484,2,39
202002144496,1,71
202002144496,2,22
202002144496,3,28
202002144504,1,16
202002144504,2,43
202002144506,1,21
202002144506,2,36
202002144510,1,29
202002144510,2,42
202002144523,1,19
202002144523,2,32
202002144529,1,21
202002144536,1,62
202002144536,2,31
202002144545,1,57
202002144546,1,18
202002144546,2,41
202002144546,3,52
202002144560,1,18
202002144560,2,35
202002144562,1,30
202002144564,1,18
202002144564,2,44
202002144574,1,38
202002144574,2,29
202002144574,3,34
202002144576,1,29
202002144582,1,22
202002144582,2,25
202002144583,1,51
202002144583,2,19
202002144585,1,16
202002144585,2,63
202002144594,1,44
202002144594,2,65
202002144596,1,43
202002144615,1,55
202002144615,2,66
202002144640,1,28
202002144640,2,44
202002144642,1,25
202002144645,1,46
202002144645,2,40
202002144650,1,36
202002144650,2,55
202002144652,1,24
202002144652,2,77
202002144930,1,48
202002144930,2,40
202002145010,1,19
202002145010,2,32
202002145058,1,57
202002145060,1,34
202002145060,2,36
202002145069,1,55
202002145069,2,32
202002145106,1,28
202002145106,2,36
202002145168,1,26
202002145168,2,32
202002145186,1,33
202002145186,2,43
202002145200,1,66
202002145250,1,35
202002145250,2,94
202002145266,1,39
202002145307,1,19
202002145313,1,71
202002145313,2,67
202002145314,1,26
202002145314,2,20
202002145330,1,21
202002145330,2,33
202002145334,1,74
202002145338,1,23
202002145338,2,29
202002145340,1,59
202002145340,2,54
202002145370,1,21
202002145370,2,34
202002145374,1,67
202002145374,2,32
202002145376,1,55
202002145412,1,77
202002145413,1,21
202002145413,2,33
202002145419,1,22
202002145419,2,50
202002145419,3,57
202002145430,1,70
202002145430,2,55
202002145444,1,59
202002145444,2,59
202002145450,1,85
202002145451,1,23
202002145460,1,48
202002145460,2,57
202002145466,1,56
202002145466,2,30
202002145469,1,65
202002145469,2,23
202002145479,1,56
202002145480,1,28
202002145480,2,59
202002145482,1,23
202002145494,1,24
202002145494,2,21
202002145511,1,56
202002145511,2,29
202002145544,1,50
202002145552,1,42
202002145552,2,17
202002145584,1,57
202002145584,2,39
202002145584,3,46
202002145584,4,58
202002145584,5,47
202002145584,6,44
202002145584,7,27
202002145587,1,39
202002145587,2,53
202002145603,1,45
202002145603,2,17
202002145695,1,37
202002145695,2,41
202002145696,1,45
202002145696,2,22
202002145701,1,80
202002145701,2,56
202002145708,1,47
202002145717,1,26
202002145717,2,38
202002145717,3,18
202002145718,1,28
202002145718,2,29
202002145723,1,52
202002145773,1,26
202002145773,2,45
202002145774,1,65
202002145774,2,21
202002145778,1,22
202002145778,2,30
202002145789,1,35
202002145789,2,71
202002145836,1,38
202002145836,2,62
202002145846,1,17
202002145871,1,18
202002145871,2,24
202002145909,1,42
202002145909,2,19
202002145919,1,19
202002145923,1,17
202002145923,2,19
202002145926,1,18
202002145931,1,54
202002145939,1,40
202002145944,1,33
202002145945,1,54
202002145954,1,85
202002145954,2,18
202002145955,1,36
202002145955,2,17
202002145956,1,46
202002145956,2,32
202002145986,1,27
202002145995,1,24
202002145995,2,21
202002145996,1,45
202002145996,2,29
202002146008,1,21
202002146008,2,45
202002146009,1,29
202002146013,1,20
202002146013,2,21
202002146022,1,21
202002146037,1,20
202002146045,1,22
202002146054,1,30
202002146076,1,37
202002146108,1,24
202002146108,2,53
202002146146,1,20
202002146146,2,33
202002146150,1,39
202002146150,2,28
202002146199,1,20
202002146208,1,40
202002146208,2,23
202002148388,1,29
202002148388,2,18
202002148397,1,17
202002148398,1,18
202002148426,1,73
202002148467,1,35
202002148618,1,29
202002148637,1,21
202002148678,1,36
202002148748,1,65
202002148799,1,36
202002148799,2,64
202002148799,3,56
202002148807,1,39
202002148807,2,27
202002148833,1,80
202002148833,2,16
202002148861,1,62
202002148881,1,33
202002148881,2,52
202002148929,1,60
202002148943,1,36
202002148953,1,57
202002148983,1,45
202002148991,1,25
202002149003,1,33
202002149003,2,21
202002149003,3,75
202002149006,1,67
202002149006,2,19
202002149149,1,45
202002149199,1,19
202002149199,2,63
202002149274,1,56
202002149274,2,47
202002149308,1,19
202002149308,2,34
202002149323,1,61
202002149323,2,60
202002149363,1,20
202002149363,2,18
202002149364,1,76
202002149474,1,76
202002149486,1,25
202002149486,2,22
202002149489,1,53
202002149489,2,38
202002149547,1,38
202002149547,2,30
202002149551,1,49
202002149562,1,67
202002149562,2,45
202002149573,1,30
202002149573,2,29
202002149588,1,55
202002149600,1,59
202002149600,2,31
202002149604,1,45
202002149608,1,35
202002149609,1,50
202002149616,1,24
202002149616,2,52
202002149619,1,62
202002149619,2,47
202002149713,1,53
202002149713,2,25
202002149740,1,29
202002149740,2,40
202002151667,1,59
202002151667,2,58
202002151667,3,46
202002151667,4,18
202002151668,1,81
202002151668,2,47
202002151672,1,74
202002151672,2,88
202002151679,1,27
202002151693,1,36
202002151693,2,55
202002151702,1,59
202002151702,2,81
202002151732,1,62
202002151732,2,52
202002151843,1,49
202002151862,1,34
202002151862,2,58
202002152119,1,21
202002152198,1,30
202002152198,2,27
202002152259,1,26
202002152311,1,59
202002152311,2,50
202002152393,1,36
202002152393,2,21
202002152423,1,38
202002152423,2,38
202002152451,1,40
202002152451,2,32
202002152569,1,48
202002152569,2,29
202002152570,1,52
202002152570,2,41
202002152598,1,30
202002152598,2,56
202002152657,1,24
202002152657,2,29
202002152678,1,27
202002152678,2,62
202002152678,3,58
202002152699,1,65
202002152699,2,26
202002152720,1,85
202002152720,2,27
202002152741,1,49
202002152741,2,60
202002152741,3,41
202002152747,1,57
202002152766,1,40
202002152766,2,53
202002152766,3,41
202002152768,1,34
202002152768,2,19
202002152826,1,65
202002152826,2,60
202002152846,1,84
202002152846,2,39
202002152881,1,22
202002152892,1,71
202002152897,1,68
202002152897,2,41
202002152927,1,55
202002152927,2,48
202002152935,1,36
202002152935,2,33
202002152950,1,68
202002152950,2,59
202002152976,1,56
202002152977,1,36
202002152980,1,23
202002152989,1,47
202002152993,2,18
202002152999,1,20
202002152999,2,66
202002153091,1,75
202002153109,1,43
202002153109,2,29
202002153109,3,54
202002153109,4,25
202002153118,1,33
202002153118,2,70
202002153154,1,40
202002153154,2,39
202002153157,1,40
202002153157,2,69
202002153282,1,27
202002153282,2,32
202002153299,1,22
202002153299,2,46
202002153311,1,45
202002153326,1,25
202002153326,2,32
202002153397,1,33
202002153397,2,58
202002153416,1,48
202002153416,2,64
202002153418,1,33
202002153418,2,33
202002153437,1,55
202002153438,1,22
202002153438,2,24
202002153438,3,20
202002153443,1,38
202002153494,1,35
202002153505,1,24
202002153524,1,28
202002153524,2,29
202002153546,1,24
202002153546,2,49
202002153561,1,27
202002153561,2,39
202002153571,1,43
202002153591,1,25
202002153591,2,57
202002153608,1,51
202002153608,2,30
202002153610,1,26
202002153610,2,26
202002153610,3,34
202002153637,1,63
202002154562,1,56
202002154659,1,30
202002154704,1,21
202002154704,2,23
202002154704,3,65
202002155735,1,48
202002155736,1,77
202002155748,1,53
202002155749,1,47
202002155749,2,44
202002155754,1,68
202002155754,2,73
202002155754,3,41
202002155782,1,34
202002155782,2,26
202002155862,1,24
202002155862,3,45
202002155913,1,20
202002155953,1,19
202002156022,1,20
202002156022,2,20
202002156162,1,52
202002156162,2,35
202002156162,3,51
202002156296,1,43
202002156447,1,20
202002156466,1,31
202002156466,2,55
202002156466,3,32
202002156498,1,53
202002156500,1,19
202002156500,2,48
202002156638,1,75
202002156638,2,68
202002156669,1,35
202002156669,2,26
202002156680,1,61
202002156680,2,18
202002156686,1,37
202002156717,1,19
202002156717,2,25
202002156717,3,45
202002156719,1,44
202002156727,1,47
202002156748,1,35
202002156748,2,47
202002156806,1,18
202002156806,2,21
202002156808,1,36
202002156808,2,82
202002156809,1,34
202002156809,2,47
202002156814,1,62
202002156814,2,35
202002156831,1,55
202002156831,2,47
202002156841,1,52
202002156862,1,23
202002156862,2,60
202002156872,1,42
202002156872,2,28
202002156893,1,30
202002156893,2,35
202002156893,3,48
202002156902,1,30
202002156902,2,27
202002156930,1,56
202002156930,2,39
202002156942,1,47
202002156961,1,29
202002156961,2,52
202002156988,1,19
202002157026,1,43
202002157043,1,23
202002157043,2,42
202002157144,1,66
202002157145,1,40
202002157170,1,21
202002157170,2,54
202002157198,1,76
202002157201,1,34
202002157303,1,32
202002157303,2,22
202002157335,1,25
202002157350,1,30
202002157350,2,29
202002157397,1,40
202002157437,1,45
202002157468,1,28
202002157468,2,19
202002157480,1,32
202002157480,2,33
202002157483,1,25
202002157483,2,48
202002157522,1,54
202002157522,2,51
202002157526,1,27
202002157526,2,34
202002157572,1,63
202002157572,2,46
202002157572,3,35
202002157591,1,28
202002157594,1,25
202002157594,2,34
202002157596,1,64
202002157597,1,33
202002157603,1,20
202002157611,1,20
202002157613,1,44
202002157613,2,36
202002157618,1,30
202002157618,2,21
202002157696,1,80
202002157709,1,56
202002157709,2,75
202002158229,1,42
202002158229,2,57
202002158229,3,33
202002159310,1,23
202002159310,2,33
202002159315,1,24
202002159315,2,29
202002159315,3,80
202002159315,4,61
202002159315,5,75
202002159319,1,32
202002159473,1,55
202002159473,2,24
202002159554,1,54
202002159554,2,74
202002159554,3,74
202002159603,1,42
202002159603,2,48
202002159654,1,58
202002159654,2,52
202002159744,1,51
202002159744,2,51
202002159921,1,44
202002159941,1,50
202002159941,2,86
202002159951,1,79
202002159951,2,42
202002160058,1,41
202002160058,2,38
202002160098,1,81
202002160098,2,17
202002160099,1,30
202002160099,2,43
202002160118,1,68
202002160118,2,24
202002160127,1,40
202002160147,1,38
202002160215,1,17
202002160215,2,59
202002160218,1,66
202002160218,2,55
202002160220,1,64
202002160222,1,61
202002160222,2,33
202002160247,1,19
202002160247,2,56
202002160305,1,80
202002160305,2,76
202002160305,3,48
202002160314,1,29
202002160381,1,25
202002160394,1,85
202002160394,2,17
202002160400,1,38
202002160400,2,21
202002160424,1,45
202002160424,2,30
202002160429,1,39
202002160487,1,29
202002160487,2,22
202002160487,3,59
202002160500,1,55
202002160500,2,32
202002160520,1,44
202002160520,2,62
202002160521,1,71
202002160521,2,71
202002160522,1,20
202002160522,2,18
202002160526,1,38
202002160526,2,47
202002160533,1,35
202002160533,2,33
202002160534,1,25
202002160534,2,47
202002160557,1,35
202002160557,2,34
202002160636,1,21
202002160647,1,37
202002160647,2,28
202002160648,1,89
202002160648,2,77
202002160648,3,65
202002160648,4,56
202002160653,1,38
202002160668,1,27
202002160679,1,47
202002160764,1,32
202002160768,1,40
202002160773,1,73
202002160773,2,53
202002160780,1,16
202002160780,2,16
202002160840,1,28
202002160840,2,19
202002160862,1,20
202002160862,2,41
202002160862,3,55
202002160880,1,28
202002160881,1,75
202002160881,2,20
202002160904,1,57
202002160904,2,46
202002160904,3,43
202002160906,1,28
202002160959,1,45
202002160961,1,35
202002160961,2,19
202002160966,1,24
202002160966,2,22
202002162788,1,45
202002162789,1,51
202002162791,1,65
202002162791,2,31
202002162793,1,63
202002162824,1,62
202002162824,2,35
202002162923,1,18
202002162923,2,27
202002162924,1,15
202002162924,2,30
202002163213,1,22
202002163213,2,25
202002163284,1,53
202002163284,2,44
202002163331,1,25
202002163331,2,38
202002163342,1,49
202002163342,2,19
202002163421,1,22
202002163526,1,32
202002163526,2,61
202002163544,1,23
202002163544,2,65
202002163556,1,54
202002163556,2,52
202002163615,1,21
202002163615,2,44
202002163783,1,44
202002163783,2,53
202002163804,1,40
202002163804,2,60
202002163834,1,30
202002163834,2,29
202002163834,3,29
202002163834,4,33
202002163853,1,19
202002163853,2,37
202002163854,1,24
202002163854,2,46
202002163866,1,33
202002163919,1,60
202002163935,1,67
202002163935,2,72
202002163958,1,33
202002163958,2,74
202002163980,1,55
202002163982,1,21
202002163982,2,28
202002164012,1,25
202002164012,2,38
202002164012,3,80
202002164017,1,53
202002164034,1,65
202002164034,2,42
202002164044,1,20
202002164052,1,27
202002164052,2,25
202002164058,1,46
202002164060,1,42
202002164060,2,83
202002164170,1,67
202002164188,1,21
202002164307,1,57
202002164307,2,38
202002164314,1,32
202002164317,1,54
202002164337,1,32
202002164337,2,51
202002164337,3,54
202002164338,1,30
202002164338,2,66
202002164338,3,43
202002164377,1,27
202002164377,2,22
202002164392,1,49
202002164392,2,32
202002164395,1,68
202002164398,1,23
202002164398,2,59
202002164401,1,29
202002164401,2,31
202002164401,3,46
202002164425,1,27
202002164425,2,29
202002164433,1,42
202002164433,2,64
202002164439,1,22
202002164441,1,23
202002164441,2,47
202002164446,1,32
202002164453,1,57
202002164453,2,29
202002164464,1,16
202002164498,1,64
202002164498,2,31
202002164577,1,21
202002164577,2,27
202002164595,1,43
202002164618,1,59
202002164618,2,30
202002164629,1,37
202002164629,2,71
202002164646,1,22
202002165308,1,53
202002166337,1,57
202002166338,1,19
202002166350,1,22
202002166376,1,19
202002166376,2,40
202002166379,1,35
202002166379,2,28
202002166393,1,47
202002166393,2,63
202002166395,1,76
202002166395,2,30
202002166418,1,23
202002166418,2,67
202002166424,1,27
202002166424,2,20
202002166427,1,19
202002166427,2,51
202002166455,1,56
202002166455,2,33
202002166464,1,35
202002166464,2,71
202002166478,1,43
202002166478,2,26
202002166481,1,31
202002166481,2,25
202002166481,3,39
202002166484,1,54
202002166488,1,17
202002166488,2,26
202002166509,1,43
202002166509,2,51
202002166516,1,19
202002166516,2,21
202002166528,1,19
202002166528,2,48
202002166536,1,72
202002166536,2,39
202002166572,1,26
202002166572,2,37
202002166572,3,68
202002166573,1,25
202002166573,2,21
202002166585,1,46
202002166586,1,21
202002166586,2,35
202002166589,1,40
202002166589,2,62
202002166589,3,53
202002166601,1,17
202002166601,2,22
202002166603,1,18
202002166605,1,46
202002166605,2,73
202002166610,1,20
202002166612,1,19
202002166612,2,61
202002166619,1,25
202002166619,2,24
202002166625,1,21
202002166625,2,28
202002166630,1,67
202002166630,2,41
202002166642,1,50
202002166642,2,23
202002166648,1,25
202002166648,2,48
202002166659,1,21
202002166659,2,79
202002166663,1,58
202002166663,2,20
202002166668,1,35
202002166668,2,60
202002166673,1,33
202002166681,1,18
202002166681,2,49
202002166682,1,16
202002166682,2,28
202002166695,1,34
202002166707,1,20
202002166707,2,18
202002166714,1,18
202002166721,1,56
202002166721,2,20
202002166722,1,57
202002166722,2,53
202002166729,1,18
202002166729,2,17
202002166733,1,42
202002166733,2,45
202002166733,4,19
202002166738,1,20
202002166738,2,33
202002166913,1,60
202002166913,2,54
202002167053,1,29
202002167053,2,46
202002167125,1,20
202002167125,2,37
202002167125,3,27
202002167145,1,46
202002167145,2,55
202002167153,1,23
202002167153,2,17
202002167174,1,43
202002167174,2,56
202002167284,1,38
202002167284,2,51
202002167303,1,58
202002167303,2,40
202002167303,3,39
202002167303,4,45
202002167383,1,27
202002167383,2,45
202002167434,1,54
202002167434,2,26
202002167453,1,33
202002167454,1,65
202002167454,2,42
202002167523,1,30
202002167523,2,67
202002167536,1,35
202002167541,1,39
202002167541,2,21
202002167546,1,17
202002167546,2,29
202002167578,1,19
202002167578,2,23
202002167611,1,43
202002167611,2,22
202002167651,1,75
202002167682,1,17
202002167682,2,68
202002167690,1,59
202002167690,2,22
202002167720,1,56
202002167720,2,69
202002167772,1,20
202002167772,2,18
202002167772,3,55
202002167772,4,27
202002167772,5,21
202002167780,1,53
202002167780,2,42
202002167821,1,36
202002167821,2,53
202002167821,3,65
202002167822,1,63
202002167822,2,59
202002167854,1,25
202002167874,1,66
202002167874,2,63
202002167896,1,67
202002167896,2,45
202002167905,1,33
202002167942,1,59
202002167942,2,56
202002168036,1,51
202002168044,1,19
202002168044,2,63
202002168072,1,23
202002168084,1,39
202002168084,2,31
202002168087,1,41
202002168096,1,59
202002168096,2,60
202002168096,3,43
202002168221,1,28
202002168242,1,71
202002168318,1,50
202002168335,1,31
202002168335,2,17
202002168360,1,27
202002168360,2,60
202002168360,3,22
202002168360,4,17
202002168422,1,17
202002168422,2,22
202002168449,1,58
202002168472,1,33
202002168492,1,21
202002168492,2,20
202002168492,3,37
202002168519,1,31
202002168519,2,62
202002168536,1,68
202002170216,1,50
202002170354,1,50
202002170354,2,50
202002170363,1,22
202002170363,2,20
202002170406,1,60
202002170406,2,36
202002170406,3,17
202002170406,4,24
202002170412,2,15
202002170540,1,36
202002170584,1,37
202002170584,2,57
202002170586,1,42
202002170588,1,36
202002170630,1,60
202002170630,2,61
202002170670,1,22
202002170670,2,63
202002170674,1,49
202002170674,2,57
202002170682,1,56
202002170682,2,59
202002170693,1,68
202002170693,2,64
202002170693,3,49
202002171737,1,46
202002171737,2,54
202002171738,1,47
202002171738,2,33
202002171739,1,26
202002171739,2,26
202002171779,1,43
202002171784,1,91
202002171784,2,27
202002171785,1,39
202002171785,2,55
202002171809,1,31
202002171809,2,22
202002171817,1,42
202002171828,1,42
202002171828,2,41
202002171843,1,54
202002171843,2,78
202002171844,1,15
202002171844,2,73
202002171866,1,30
202002171866,2,57
202002171890,1,18
202002171890,2,34
202002171890,3,18
202002171890,4,32
202002171896,1,70
202002171896,2,25
202002171905,1,57
202002171915,1,24
202002171923,1,62
202002171923,2,19
202002171932,1,33
202002171951,1,67
202002171958,1,68
202002171963,1,67
202002171963,2,65
202002171968,1,83
202002171968,2,42
202002171970,1,63
202002171970,2,17
202002171970,3,50
202002171996,1,21
202002172003,1,19
202002172004,1,58
202002172027,1,22
202002172028,1,18
202002172052,1,18
202002172054,1,33
202002172054,2,62
202002172054,3,31
202002172059,1,18
202002172059,2,60
202002172074,1,36
202002172074,2,28
202002172079,1,24
202002172079,2,21
202002172107,1,81
202002172167,1,23
202002172167,2,36
202002172176,1,45
202002172176,2,48
202002172176,3,28
202002172176,4,52
202002172182,1,27
202002172202,1,44
202002172202,2,36
202002172202,3,24
202002172202,4,55
202002172216,1,22
202002172216,2,57
202002172217,1,29
202002172217,2,48
202002172251,1,63
202002172251,2,42
202002172291,1,56
202002172291,2,41
